4 - aeneas what worse shall i call thee barabbas go with thee
2 - contained the innumerable troubles which the brave don quixote and his
2 - continued the account of how sancho panza conducted himself in his
2 - continued the adventure of the knight of the grove together with
2 - continued the droll adventure of the puppet showman together with other
2 - continued the instruction given to don quixote touching the disenchantment of
2 - continued the refinements wherewith don quixote played the part of a
2 - continued the story of the famous princess micomicona with other droll
2 - controversy which don quixote and the canon held together with other
2 - conversation that passed between don quixote sancho panza and the bachelor
2 - conversation that passed between sancho panza and his wife teresa panza
2 - could reach together with the happily achieved adventure of the lions
2 - counsels which don quixote gave sancho panza before he set out
2 - countess trifaldi together with a letter which sancho panza wrote to
2 - courage of don quixote reached or could reach together with the
2 - crafty device sancho adopted to enchant the lady dulcinea and other
2 - crowding on don quixote in such numbers that they gave one
2 - curate and the barber had with don quixote about his malady
2 - curate and the barber made in the library of our ingenious
2 - curate and the barber proceeded with their scheme together with other
2 - curiosity chapter xxxv which treats of the heroic and prodigious battle
2 - deals with matters indispensable for the clear comprehension of this history
2 - deals with the adventure of the enchanted head together with other
2 - deals with what the goatherd told those who were carrying off
2 - del toboso which is one of the rarest adventures in this
2 - delectable discourse which the duchess and her damsels held with sancho
2 - delectable discussion between don quixote and sancho panza his squire together
2 - delightful adventure that befell the curate and the barber in the
2 - despairing verses of the dead shepherd together with other incidents not
2 - device and method adopted to extricate our love stricken knight from
2 - device sancho adopted to enchant the lady dulcinea and other incidents
2 - did not conclude as he would have liked or as he
2 - discourse sancho panza held with his master don quixote and other
2 - discourse that passed between don quixote and his squire sancho panza
2 - discourse which sancho held with his master and of the adventure
2 - discourse which the duchess and her damsels held with sancho panza
2 - discussion between don quixote and sancho panza his squire together with
2 - disenchant the peerless dulcinea del toboso which is one of the
2 - displayed by the fair dorothea with other matters pleasant and amusing
2 - distressed duenna alias the countess trifaldi together with a letter which
2 - diverting and important scrutiny which the curate and the barber made
2 - don quixote and also what befell the page who carried the
2 - don quixote and his good squire sancho panza endured in the
2 - don quixote and his niece and housekeeper one of the most
2 - don quixote and his squire sancho on the way to their
2 - don quixote and his squire together with other very notable incidents
2 - don quixote and sancho panza his squire together with other incidents
2 - don quixote conferred on several unfortunates who against their will were
2 - don quixote fell in with when he fell out with certain
2 - don quixote fell sick and of the will he made and
2 - don quixote formed to turn shepherd and take to a life
2 - don quixote gave his censurer with other incidents grave and droll
2 - don quixote gave sancho panza before he set out to govern
2 - don quixote got in the course of the enamoured altisidora wooing
2 - don quixote had as he entered his own village and other
2 - don quixote had in the braying adventure which he did not
2 - don quixote had in the terrible and undreamt of adventure of
2 - don quixote had with certain skins of red wine and brings
2 - don quixote had with the car or cart of the cortes
2 - don quixote had with the goatherd together with the rare adventure
2 - don quixote in such numbers that they gave one another no
2 - don quixote in the castle or house of the knight of
2 - don quixote in the sierra morena which was one of the
2 - don quixote more unhappiness than all that had hitherto befallen him
2 - don quixote of la mancha and the lacquey tosilos in defence
2 - don quixote of la mancha was carried away enchanted together with
2 - don quixote of la mancha with less peril than any ever
2 - don quixote on entering barcelona together with other matters that partake
2 - don quixote on his way to see his lady dulcinea del
2 - don quixote played the part of a lover in the sierra
2 - don quixote reached or could reach together with the happily achieved
2 - don quixote said he saw in the profound cave of montesinos
2 - don quixote took leave of the duke and of what followed
2 - don quixote touching the disenchantment of dulcinea together with other marvellous
2 - don quixote with dona rodriguez the duchess duenna together with other
2 - dona rodriguez the duchess duenna together with other occurrences worthy of
2 - doubtful question of mambrino helmet and the pack saddle is finally
2 - doubts and questions of the bachelor samson carrasco together with other
2 - down the braying adventure and the droll one of the puppet
2 - droll adventure of the puppet showman together with other things in
2 - droll conversation that passed between sancho panza and his wife teresa
2 - droll device and method adopted to extricate our love stricken knight
2 - droll one of the puppet showman together with the memorable divinations
2 - droll way in which don quixote had himself dubbed a knight
2 - duchess and her damsels held with sancho panza well worth reading
2 - duchess duenna together with other occurrences worthy of record and eternal
2 - duenna alias the countess trifaldi together with a letter which sancho
2 - duenna and pinched don quixote and also what befell the page
2 - duenna together with other occurrences worthy of record and eternal remembrance
2 - duke and of what followed with the witty and impudent altisidora
2 - dulcinea del toboso which is one of the rarest adventures in
2 - enchant the lady dulcinea and other incidents as ludicrous as they
2 - enchanted bark chapter xxx of don quixote adventure with a fair
2 - enchanted head together with other trivial matters which cannot be left
2 - enchanters and executioners were who flogged the duenna and pinched don
2 - end of the notable adventure of the officers of the holy
2 - endured in the inn which to his misfortune he took to
2 - entered his own village and other incidents that embellish and give
2 - entering barcelona together with other matters that partake of the true
2 - exalted adventure and rich prize of mambrino helmet together with other
2 - executioners were who flogged the duenna and pinched don quixote and
2 - extraordinary adventure that befell don quixote in the whole course of
2 - extricate our love stricken knight from the severe penance he had
2 - fell in with when he fell out with certain heartless yanguesans
2 - fell sick and of the will he made and how he
2 - fields while the year for which he had given his word
2 - finally settled with other adventures that occurred in truth and earnest
2 - finished the terrific battle between the gallant biscayan and the valiant
2 - flogged the duenna and pinched don quixote and also what befell
2 - followed with the witty and impudent altisidora one of the duchess
2 - follows sixty nine and deals with matters indispensable for the clear
2 - for which he had given his word was running its course
2 - formed to turn shepherd and take to a life in the
2 - forth who the enchanters and executioners were who flogged the duenna
2 - fortune which the valiant don quixote had in the terrible and
2 - freedom don quixote conferred on several unfortunates who against their will
2 - fright that don quixote got in the course of the enamoured
2 - further took place in the inn and of several other things
2 - furthest and highest point which the unexampled courage of don quixote
2 - gave don quixote more unhappiness than all that had hitherto befallen
2 - gave sancho panza before he set out to govern the island
2 - gentleman in the inn which he took to be a castle
2 - get out of my house and what do you want with
2 - given his word was running its course with other events truly
2 - given of the wedding of camacho the rich together with the
2 - given to don quixote touching the disenchantment of dulcinea together with
2 - gives a satisfactory reply to the doubts and questions of the
2 - glad if it were god will not to be well pleased
2 - goatherd together with the rare adventure of the penitents which with
2 - good deal to be said on that point said don quixote
2 - good fortune which the valiant don quixote had in the terrible
2 - good squire sancho panza endured in the inn which to his
2 - government and of the strange adventure that befell don quixote in
2 - grand adventure of the cave of montesinos in the heart of
2 - great sancho panza took possession of his island and of how
2 - grove together with the sensible original and tranquil colloquy that passed
2 - had as he entered his own village and other incidents that
2 - had given his word was running its course with other events
2 - had in the braying adventure which he did not conclude as
2 - had in the terrible and undreamt of adventure of the windmills
2 - had with certain skins of red wine and brings the novel
2 - had with don quixote niece and housekeeper together with other droll
2 - had with the car or cart of the cortes of death
2 - had with the goatherd together with the rare adventure of the
2 - happened don quixote in the castle or house of the knight
2 - happened don quixote on entering barcelona together with other matters that
2 - happened to the ingenious gentleman in the inn which he took
2 - happened to the stout knight of la mancha in the sierra
2 - he did not conclude as he would have liked or as
2 - he entered his own village and other incidents that embellish and
2 - he had given his word was running its course with other
2 - he saw in the profound cave of montesinos the impossibility and
2 - he set out to govern the island together with other well
2 - he who reads them will know if he reads them with
2 - he who reads will see or what he who has it
2 - head together with other trivial matters which cannot be left untold
2 - heart of la mancha which the valiant don quixote brought to
2 - held with his master and of the adventure that befell him
2 - held with his master don quixote and other adventures worth relating
2 - helmet and the pack saddle is finally settled with other adventures
2 - helmet together with other things that happened to our invincible knight
2 - her damsels held with sancho panza well worth reading and noting
2 - heroic and prodigious battle don quixote had with certain skins of
2 - highest point which the unexampled courage of don quixote reached or
2 - his ape were together with the mishap don quixote had in
2 - his good squire sancho panza endured in the inn which to
2 - his government and of the strange adventure that befell don quixote
2 - his island and of how he made a beginning in governing
2 - his master and of the adventure that befell him with a
2 - his niece and housekeeper one of the most important chapters in
2 - his own village and other incidents that embellish and give a
2 - his wife teresa panza and other matters worthy of being duly
2 - his word was running its course with other events truly delectable
2 - holy brotherhood and of the great ferocity of our worthy knight
2 - house of the knight of the green gaban together with other
2 - housekeeper one of the most important chapters in the whole history
2 - how adventures came crowding on don quixote in such numbers that
2 - how don quixote fell sick and of the will he made
2 - how don quixote took leave of the duke and of what
2 - how sancho panza was conducted to his government and of the
2 - how the curate and the barber proceeded with their scheme together
2 - how the great sancho panza took possession of his island and
2 - how they learned the way in which they were to disenchant
2 - i am don quixote of la mancha otherwise called the knight
2 - i born naked i find myself i neither lose nor gain
2 - i chapter i which treats of the character and pursuits of
2 - i of the interview the curate and the barber had with
2 - i was born naked i find myself i neither lose nor
2 - i which treats of the character and pursuits of the famous
2 - if i was well whipped i went mounted like a gentleman
2 - ii which treats of the first sally the ingenious don quixote
2 - ii which treats of the notable altercation which sancho panza had
2 - iii of the laughable conversation that passed between don quixote sancho
2 - iii wherein is related the droll way in which don quixote
2 - ill advised curiosity chapter xxxv which treats of the heroic and
2 - important scrutiny which the curate and the barber made in the
2 - impossibility and magnitude of which cause this adventure to be deemed
2 - in such numbers that they gave one another no breathing time
2 - in the braying adventure which he did not conclude as he
2 - in the castle or house of the knight of the green
2 - in the fields while the year for which he had given
2 - in the hand is better than a vulture on the wing
2 - in the heart of la mancha which the valiant don quixote
2 - in the inn which to his misfortune he took to be
2 - in the profound cave of montesinos the impossibility and magnitude of
2 - in the sierra morena and of his imitation of the penance
2 - in the sierra morena which was one of the rarest adventures
2 - in the terrible and undreamt of adventure of the windmills with
2 - in which are contained the innumerable troubles which the brave don
2 - in which are continued the refinements wherewith don quixote played the
2 - in which are continued the unheard of adventures of the inn
2 - in which don quixote of la mancha was carried away enchanted
2 - in which is concluded and finished the terrific battle between the
2 - in which is continued the adventure of the knight of the
2 - in which is continued the novel of the ill advised curiosity
2 - in which is continued the story of the famous princess micomicona
2 - in which is ended the story of the shepherdess marcela with
2 - in which is related the adventure of the enamoured shepherd together
2 - in which is related the discourse sancho panza held with his
2 - in which is related the novel of the ill advised curiosity
2 - in which is related the unfortunate adventure that don quixote fell
2 - in which sancho panza gives a satisfactory reply to the doubts
2 - in which the canon pursues the subject of the books of
2 - in which the doubtful question of mambrino helmet and the pack
2 - in which they were to disenchant the peerless dulcinea del toboso
2 - incidents that embellish and give a colour to this great history
2 - incomparable don quixote said he saw in the profound cave of
2 - ingenious gentleman in the inn which he took to be a
2 - inn which to his misfortune he took to be a castle
2 - innumerable troubles which the brave don quixote and his good squire
2 - inserted the despairing verses of the dead shepherd together with other
2 - instruction given to don quixote touching the disenchantment of dulcinea together
2 - interview the curate and the barber had with don quixote about
2 - is concluded and finished the terrific battle between the gallant biscayan
2 - is continued the account of how sancho panza conducted himself in
2 - is continued the adventure of the knight of the grove together
2 - is continued the droll adventure of the puppet showman together with
2 - is continued the instruction given to don quixote touching the disenchantment
2 - is continued the story of the famous princess micomicona with other
2 - is ended the story of the shepherdess marcela with other incidents
2 - is finally settled with other adventures that occurred in truth and
2 - is given of the wedding of camacho the rich together with
2 - is made known who the knight of the white moon was
2 - is no book so bad but it has something good in
2 - is related the adventure of the enamoured shepherd together with other
2 - is related the adventure of the second distressed or afflicted duenna
2 - is related the crafty device sancho adopted to enchant the lady
2 - is related the discourse sancho panza held with his master don
2 - is related the droll way in which don quixote had himself
2 - is related the grand adventure of the cave of montesinos in
2 - is related the pleasant story of the muleteer together with other
2 - is related the strange and undreamt of adventure of the distressed
2 - is related the strange thing which may be regarded as an
2 - is related the unfortunate adventure that don quixote fell in with
2 - is related what befell don quixote on his way to see
2 - is set down the braying adventure and the droll one of
2 - is set forth who the enchanters and executioners were who flogged
2 - is shown the furthest and highest point which the unexampled courage
2 - is shown who master pedro and his ape were together with
2 - is told and known who the knight of the mirrors and
2 - it is better to lose by a card too many than
2 - it is shown who master pedro and his ape were together
2 - it is told and known who the knight of the mirrors
2 - iv in which sancho panza gives a satisfactory reply to the
2 - iv of what happened to our knight when he left the
2 - ix in which is concluded and finished the terrific battle between
2 - knight of la mancha in the sierra morena and of his
2 - knight of the green gaban together with other matters out of
2 - knight of the grove together with the sensible original and tranquil
2 - knight of the white moon was likewise don gregorio release and
2 - knight so served by hand of dame as served was he
2 - know don quixote tears are on the flow and all for
2 - known who the knight of the mirrors and his squire were
2 - known who the knight of the white moon was likewise don
2 - l of the shrewd controversy which don quixote and the canon
2 - l wherein is set forth who the enchanters and executioners were
2 - la mancha and the lacquey tosilos in defence of the daughter
2 - la mancha in the sierra morena and of his imitation of
2 - la mancha was carried away enchanted together with other remarkable incidents
2 - la mancha which the valiant don quixote brought to a happy
2 - la mancha with less peril than any ever achieved by any
2 - lady dulcinea and other incidents as ludicrous as they are true
2 - laughable conversation that passed between don quixote sancho panza and the
2 - learned the way in which they were to disenchant the peerless
2 - leave of the duke and of what followed with the witty
2 - less peril than any ever achieved by any famous knight in
2 - let none move who dareth not his might with roland prove
2 - li of the progress of sancho government and other such entertaining
2 - li which deals with what the goatherd told those who were
2 - life in the fields while the year for which he had
2 - lii of the quarrel that don quixote had with the goatherd
2 - lii wherein is related the adventure of the second distressed or
2 - liii of the troublous end and termination sancho panza government came
2 - liv which deals with matters relating to this history and no
2 - lix wherein is related the strange thing which may be regarded
2 - love stricken knight from the severe penance he had imposed upon
2 - lv of what befell sancho on the road and other things
2 - lvi of the prodigious and unparalleled battle that took place between
2 - lvii which treats of how don quixote took leave of the
2 - lviii which tells how adventures came crowding on don quixote in
2 - lx of what happened don quixote on his way to barcelona
2 - lxi of what happened don quixote on entering barcelona together with
2 - lxii which deals with the adventure of the enchanted head together
2 - lxiii of the mishap that befell sancho panza through the visit
2 - lxiv treating of the adventure which gave don quixote more unhappiness
2 - lxix of the strangest and most extraordinary adventure that befell don
2 - lxv wherein is made known who the knight of the white
2 - lxvi which treats of what he who reads will see or
2 - lxvii of the resolution don quixote formed to turn shepherd and
2 - lxx which follows sixty nine and deals with matters indispensable for
2 - lxxi of what passed between don quixote and his squire sancho
2 - lxxiii of the omens don quixote had as he entered his
2 - lxxiv of how don quixote fell sick and of the will
2 - made known who the knight of the white moon was likewise
2 - mambrino helmet and the pack saddle is finally settled with other
2 - mambrino helmet together with other things that happened to our invincible
2 - mancha and the lacquey tosilos in defence of the daughter of
2 - mancha in the sierra morena and of his imitation of the
2 - mancha which the valiant don quixote brought to a happy termination
2 - mancha with less peril than any ever achieved by any famous
2 - manner in which don quixote of la mancha was carried away
2 - master and of the adventure that befell him with a dead
2 - master pedro and his ape were together with the mishap don
2 - matters as trivial as they are necessary to the right understanding
2 - matters relating and belonging to this adventure and to this memorable
2 - matters that benengeli says he who reads them will know if
2 - matters that partake of the true rather than of the ingenious
2 - me what company thou keepest and i tell thee what thou
2 - method adopted to extricate our love stricken knight from the severe
2 - mishap don quixote had in the braying adventure which he did
2 - mishap that befell sancho panza through the visit to the galleys
2 - montesinos in the heart of la mancha which the valiant don
2 - montesinos the impossibility and magnitude of which cause this adventure to
2 - morena which was one of the rarest adventures related in this
2 - most extraordinary adventure that befell don quixote in the whole course
2 - muleteer together with other strange things that came to pass in
2 - my mother beats me and i go on with my tricks
2 - naked i was born naked i find myself i neither lose
2 - naked was i born naked i find myself i neither lose
2 - never surely was there knight so served by hand of dame
2 - niece and housekeeper one of the most important chapters in the
2 - nine and deals with matters indispensable for the clear comprehension of
2 - no book so bad but it has something good in it
2 - not conclude as he would have liked or as he had
